gene_symbol,gene_id,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
TFEC,22554,22797,7,-,2,6580,95596,8,115575202,115670798
TFF1,6989,7031,21,-,1,489,4253,3,43782391,43786644
TFF2,6990,7032,21,-,1,703,4741,4,43766467,43771208
TFF3,6991,7033,21,-,1,1051,3929,3,43731777,43735706
TFG,10195,10342,3,+,4,1934,39635,8,100428175,100467810
TFIP11,23895,24144,22,-,2,2872,20543,16,26887894,26908437
TFPI,6993,7035,2,-,2,2524,83088,8,188336132,188419219
TFPI2,7934,7980,7,-,1,1165,4320,5,93515745,93520065
TFPT,29579,29844,19,-,1,1199,8735,6,54610320,54619055
TFR2,6994,7036,7,-,1,2870,21134,18,100218039,100239173
TFRC,6995,7037,3,-,2,5134,32842,19,195776155,195808996
TG,6996,7038,8,+,1,8405,267938,48,133879205,134147143
TGDS,23238,23483,13,-,1,1890,22203,12,95226308,95248511
TGFA,6997,7039,2,-,2,4256,106688,6,70674417,70781105
TGFB1,6998,7040,19,-,1,2193,23019,7,41836812,41859831
TGFB1I1,6999,7041,16,+,3,1792,5752,11,31483529,31489281
TGFB2,7000,7042,1,+,2,5904,99285,8,218518676,218617961
TGFB3,7001,7043,14,-,1,3176,23650,7,76424442,76448092
TGFBI,7003,7045,5,+,1,2788,34923,17,135364584,135399507
TGFBR1,7004,7046,9,+,2,6350,49061,8,101867412,101916473
TGFBR2,7006,7048,3,+,2,4658,87639,8,30647994,30735633
TGFBR3,7007,7049,1,-,4,6448,205936,18,92145900,92351836
TGFBRAP1,9257,9392,2,-,2,2954,62608,12,105883540,105946148
TGIF1,7008,7050,18,+,8,1472,8304,3,3450102,3458406
TGIF2,37896,60436,20,+,4,3376,20412,3,35201943,35222355
TGIF2-C20ORF24,NA,NA,20,+,1,1085,38003,5,35202957,35240960
TGIF2LX,59882,90316,X,+,1,845,942,2,89176940,89177882
TGIF2LY,59954,90655,Y,+,1,859,956,2,3447126,3448082
TGM1,7009,7051,14,-,1,2762,14096,15,24718320,24732416
TGM2,7010,7052,20,-,2,2888,32092,12,36761608,36793700
TGM3,7011,7053,20,+,1,2664,45112,13,2276613,2321725
TGM4,7005,7047,3,+,1,2985,39990,14,44916098,44956088
TGM5,9199,9333,15,-,2,2632,34262,12,43524793,43559055
TGM6,110084,343641,20,+,1,2279,51845,13,2361554,2413399
TGM7,77750,116179,15,-,1,2299,25974,13,43568479,43594453
TGOLN2,10471,10618,2,-,1,6312,10228,4,85545146,85555374
TGS1,61024,96764,8,+,1,3679,52214,13,56685791,56738005
TH,7012,7054,11,-,3,1884,7876,14,2185159,2193035
TH1L,30977,51497,20,+,1,2242,13877,15,57556311,57570188
THADA,40535,63892,2,-,2,6182,365174,38,43457975,43823149
THAP1,34434,55145,8,-,2,2066,6657,2,42691817,42698474
THAP10,36185,56906,15,-,1,2044,11091,3,71173681,71184772
THAP11,36491,57215,16,+,1,1885,1885,1,67876213,67878098
THAP2,57833,83591,12,+,1,4837,16751,3,72057677,72074428
THAP3,59886,90326,1,+,3,1378,8717,5,6685210,6693642
THAP4,30560,51078,2,-,2,1501,43000,6,242523820,242566820
THAP5,81725,168451,7,-,2,3364,7361,3,108202671,108210032
THAP6,81087,152815,4,+,1,3573,15582,5,76439654,76455236
THAP7,56538,80764,22,-,2,1150,2343,4,21354061,21356404
THAP8,83494,199745,19,-,1,1821,19777,4,36525887,36545664
THAP9,55528,79725,4,+,1,4033,19447,5,83821837,83841284
THBD,7014,7056,20,-,1,4031,4031,1,23026270,23030301
THBS1,7015,7057,15,+,1,5768,16388,22,39873280,39889668
THBS2,7016,7058,6,-,1,5786,38262,23,169615875,169654137
THBS3,7017,7059,1,-,1,3124,12311,23,155165379,155177690
THBS4,7018,7060,5,+,1,3198,47937,22,79331170,79379107
THEG,30779,51298,19,-,2,1278,13952,8,362057,376009
THEM4,78441,117145,1,-,1,2200,36053,6,151846060,151882113
THEM5,94321,284486,1,-,1,1140,6596,6,151819577,151826173
THEMIS,122408,387357,6,-,3,3860,192887,6,128029339,128222226
THG1L,34263,54974,5,+,1,1299,8449,6,157158323,157166772
THNSL1,55699,79896,10,+,1,3767,10085,3,25305508,25315593
THNSL2,34547,55258,2,+,1,2103,16311,9,88469835,88486146
THOC1,9840,9984,18,-,1,2099,53539,21,214520,268059
THOC2,36463,57187,X,-,1,5571,132492,39,122734412,122866904
THOC3,58531,84321,5,-,1,1822,9011,6,175386534,175395545
THOC4,10043,10189,17,-,1,1091,3751,6,79845711,79849462
THOC5,8497,8563,22,-,4,2533,45534,20,29904156,29949690
THOC6,55065,79228,16,+,2,1340,3724,12,3074032,3077756
THOC7,55946,80145,3,-,1,1000,30051,8,63819546,63849597
THOP1,7022,7064,19,+,1,2537,28093,13,2785506,2813599
THPO,7023,7066,3,-,3,1787,6159,6,184089773,184095932
THRA,7024,7067,17,+,4,2455,31052,10,38219068,38250120
THRAP3,9823,9967,1,+,1,4419,80940,12,36690017,36770957
THRB,7025,7068,3,-,3,7454,377668,11,24158645,24536313
THRSP,7026,7069,11,+,1,1172,4490,2,77774907,77779397
THSD1,35188,55901,13,-,2,3263,29326,4,52951303,52980629
THSD1P1,119480,374500,13,-,1,3484,26755,9,52741847,52768602
THSD4,55678,79875,15,+,1,9128,641934,17,71433788,72075722
THSD7A,85821,221981,7,-,1,10558,461762,27,11410062,11871824
THSD7B,56505,80731,2,+,1,5818,686825,27,137748462,138435287
THTPA,55017,79178,14,+,3,1794,3589,2,24025198,24028787
THUMPD1,34912,55623,16,-,1,4409,8210,4,20744989,20753199
THUMPD2,56519,80745,2,-,2,2274,43216,10,39963200,40006416
THUMPD3,25666,25917,3,+,2,3868,23758,10,9404717,9428475
THY1,7027,7070,11,-,1,2393,5591,4,119288655,119294246
THYN1,28823,29087,11,-,5,931,5087,7,134118173,134123260
TIA1,7029,7072,2,-,2,4624,39203,12,70436576,70475779
TIAF1,9096,9220,17,-,1,2088,2088,1,27400539,27402627
TIAL1,7030,7073,10,-,2,3904,23563,12,121332978,121356541
TIAM1,7031,7074,21,-,1,7169,440554,29,32490736,32931290
TIAM2,25979,26230,6,+,2,4272,104097,20,155474760,155578857
TICAM1,80674,148022,19,-,1,2701,15799,2,4815938,4831737
TICAM2,110801,353376,5,-,1,3055,23837,2,114914339,114938176
TIE1,7032,7075,1,+,1,3859,22115,23,43766664,43788779
TIFA,60199,92610,4,-,1,3071,10277,2,113196782,113207059
TIFAB,153027,497189,5,-,1,1271,3531,2,134784558,134788089
TIGD1,83589,200765,2,-,1,2447,2447,1,233412779,233415226
TIGD2,81686,166815,4,+,1,2084,2084,1,90033968,90036052
TIGD3,85639,220359,11,+,1,1964,2800,2,65122282,65125082
TIGD4,83660,201798,4,-,1,2470,10410,2,153690506,153700916
TIGD5,59138,84948,8,+,1,2411,2411,1,144680074,144682485
TIGD6,57471,81789,5,-,1,3489,7534,2,149372683,149380217
TIGD7,60010,91151,16,-,1,3428,6631,2,3348808,3355439
TIGIT,83655,201633,3,+,1,2964,16302,4,114012833,114029135
TIMD4,60118,91937,5,-,2,1318,43973,8,156346293,156390266
TIMELESS,8835,8914,12,-,1,5109,33043,29,56810157,56843200
TIMM10,26267,26519,11,-,1,671,2296,3,57295936,57298232
TIMM13,26265,26517,19,-,1,1953,2253,3,2425622,2427875
TIMM17A,10293,10440,1,+,1,1653,15170,6,201924619,201939789
TIMM17B,10099,10245,X,-,2,1018,4696,8,48750730,48755426
TIMM22,29661,29928,17,+,1,1669,5033,4,900357,905390
TIMM23,1019717,100287932,10,-,1,1161,31248,7,51592088,51623336
TIMM44,10322,10469,19,-,1,1987,17105,13,7991603,8008708
TIMM50,60198,92609,19,+,1,2561,10476,11,39971052,39981528
TIMM8A,1666,1678,X,-,2,995,1998,2,100601835,100603832
TIMM8B,26269,26521,11,-,2,971,1983,2,111955539,111957522
TIMM9,26268,26520,14,-,1,1072,18862,6,58875370,58894232
TIMP1,7033,7076,X,+,1,910,4500,6,47441690,47446190
TIMP2,7034,7077,17,-,1,3650,72413,5,76849059,76921472
TIMP3,7035,7078,22,+,1,5481,62226,5,33196802,33259028
TIMP4,7036,7079,3,-,1,1424,6079,5,12194568,12200647
TINAG,27028,27283,6,+,1,1793,81747,11,54173203,54254950
TINAGL1,40762,64129,1,+,1,2225,11201,12,32042086,32053287
TINF2,26025,26277,14,-,2,2006,3029,8,24708851,24711880
TIPARP,25725,25976,3,+,3,4027,31842,6,156392715,156424557
TIPIN,34251,54962,15,-,1,1272,20046,8,66629008,66649054
TIPRL,92198,261726,1,+,2,1934,18321,6,168148171,168166492
TIRAP,77340,114609,11,+,2,1778,10968,6,126152982,126163950
TJAP1,60301,93643,6,+,7,2711,29033,10,43445261,43474294
TJP1,7039,7082,15,-,2,7016,122349,28,29992357,30114706
TJP2,9278,9414,9,+,6,4457,78394,22,71788999,71870124
TJP3,26879,27134,19,+,1,2839,22308,20,3728374,3750682
TK1,7040,7083,17,-,1,1588,13125,7,76170160,76183285
TK2,7041,7084,16,-,4,5040,42409,10,66541906,66584315
TKT,7043,7086,3,-,2,2542,30942,14,53259188,53290130
TKTL1,8224,8277,X,+,3,2621,34686,13,153524027,153558713
TKTL2,58287,84076,4,-,1,2800,2800,1,164392247,164395047
TLCD1,77756,116238,17,-,2,950,2224,4,27051366,27053590
TLCD2,168457,727910,17,-,1,5897,7578,4,1606084,1613662
TLE1,7045,7088,9,-,1,3249,104998,20,84198598,84303596
TLE2,7046,7089,19,-,3,2471,31976,20,2997636,3029612
TLE3,7047,7090,15,-,3,5302,49713,20,70340543,70390256
TLE4,7048,7091,9,+,1,4727,154778,20,82186878,82341656
TLE6,55619,79816,19,+,2,1952,17646,16,2977536,2995182
TLK1,9730,9874,2,-,3,5268,170077,21,171847333,172017410
TLK2,10853,11011,17,+,2,5370,136455,22,60556386,60692841
TLL1,7049,7092,4,+,1,6633,230583,21,166794410,167024993
TLL2,7050,7093,10,-,1,6750,149320,21,98124363,98273683
TLN1,7051,7094,9,-,1,8377,35058,57,35697334,35732392
TLN2,57902,83660,15,+,1,11593,197319,56,62939510,63136829
TLR1,7053,7096,4,-,1,2847,8536,4,38797876,38806412
TLR10,57474,81793,4,-,5,3701,10751,3,38773860,38784611
TLR2,7054,7097,4,+,1,3399,21801,3,154605441,154627242
TLR3,7055,7098,4,+,1,3036,15943,5,186990309,187006252
TLR4,7056,7099,9,+,3,5648,13306,3,120466460,120479766
TLR5,7057,7100,1,-,1,4261,33876,6,223282748,223316624
TLR6,10187,10333,4,-,1,5884,33108,2,38825329,38858437
TLR7,30765,51284,X,+,1,4989,23278,3,12885202,12908480
TLR8,30792,51311,X,+,1,4214,16549,2,12924739,12941288
TLR9,33399,54106,3,-,1,3866,5081,2,52255098,52260179
TLX1,3175,3195,10,+,2,2115,6484,3,102891061,102897546
TLX1NB,1001409,100038246,10,-,1,1879,41825,3,102849078,102890903
TLX2,3176,3196,2,+,1,2149,2679,3,74741596,74744275
TLX3,29745,30012,5,+,1,1490,2850,3,170736288,170739138
TM2D1,58158,83941,1,-,1,1243,44376,7,62146719,62191095
TM2D2,58111,83877,8,-,4,3380,7714,4,38846327,38854041
TM2D3,56014,80213,15,-,2,1362,10545,6,102182049,102192594
TM4SF1,4046,4071,3,-,1,1686,8763,5,149086805,149095568
TM4SF18,77773,116441,3,-,2,3758,15118,6,149036285,149051404
TM4SF19,77751,116211,3,-,1,1019,14839,5,196050419,196065258
TM4SF20,55656,79853,2,-,1,2290,17148,4,228226874,228244022
TM4SF4,7061,7104,3,+,1,1423,28634,5,149192434,149221068
TM4SF5,8912,9032,17,+,1,703,11319,5,4675187,4686506
TM6SF1,32826,53346,15,+,2,1853,29787,10,83776324,83806111
TM6SF2,32825,53345,19,-,1,1473,8900,10,19375174,19384074
TM7SF2,7065,7108,11,+,1,1576,4366,10,64879341,64883707
TM7SF3,31248,51768,12,-,1,4331,42833,12,27124506,27167339
TM7SF4,57211,81501,8,+,1,1948,16862,4,105352054,105368916
TM9SF1,10401,10548,14,-,2,2272,6084,6,24658798,24664882
TM9SF2,9240,9375,13,+,1,2372,61548,17,100153728,100215276
TM9SF3,36168,56889,10,-,1,6125,68942,15,98277867,98346809
TM9SF4,9633,9777,20,+,1,3960,57752,18,30697309,30755061
TMBIM1,40747,64114,2,-,1,2337,18363,12,219138917,219157280
TMBIM4,31123,51643,12,-,1,1809,33090,7,66530717,66563807
TMBIM6,6967,7009,12,+,2,3059,23274,10,50135442,50158717
TMC1,78602,117531,9,+,1,3177,314550,24,75136717,75451267
TMC2,78603,117532,20,+,1,3149,105177,20,2517253,2622430
TMC3,109974,342125,15,-,1,3281,41658,22,81624760,81666418
TMC4,80644,147798,19,-,2,2456,13110,15,54663834,54676944
TMC5,55641,79838,16,+,3,4721,88377,21,19422057,19510434
TMC6,11158,11322,17,-,2,2820,17676,20,76108999,76126674
TMC7,55707,79905,16,+,2,4432,79830,16,18995432,19075262
TMC8,80585,147138,17,+,1,4403,12190,16,76126859,76139049
TMCC1,22778,23023,3,-,3,5627,232767,6,129366635,129599402
TMCC2,9767,9911,1,+,1,3999,45433,5,205197038,205242471
TMCC3,36731,57458,12,-,1,5859,83424,4,94960900,95044324
TMCO1,33790,54499,1,-,1,4439,44607,7,165693528,165738135
TMCO2,79214,127391,1,+,1,739,3792,2,40713573,40717365
TMCO3,34291,55002,13,+,1,3073,59236,13,114145308,114204544
TMCO4,90246,255104,1,-,1,2958,117704,16,20008706,20126410
TMCO5A,80482,145942,15,+,1,1147,16166,11,38227457,38243623
TMCO6,34663,55374,5,+,1,1877,5977,12,140019012,140024989
TMCO7,55416,79613,16,+,1,4800,241576,18,68877509,69119085
TMED1,10860,11018,19,-,1,1353,3869,4,10943114,10946983
TMED10,10814,10972,14,-,1,4139,45178,5,75598171,75643349
TMED10P1,94789,286102,8,+,1,4032,4032,1,146220251,146224283
TMED11P,1023492,100379220,4,-,1,529,7967,4,1108985,1116952
TMED2,10801,10959,12,+,1,2122,13612,4,124069076,124082688
TMED3,23178,23423,15,+,1,1385,11698,3,79603491,79615189
TMED4,85829,222068,7,-,1,1017,3065,5,44618762,44621827
TMED5,30482,50999,1,-,3,6109,30947,5,93615299,93646246
TMED6,80525,146456,16,-,1,936,8563,4,69377149,69385712
TMED7,30497,51014,5,-,1,4060,12971,3,114948905,114961876
TMED7-TICAM2,1023139,100302736,5,-,2,3564,47537,4,114914339,114961876
TMED8,94008,283578,14,-,1,972,35282,6,77808114,77843396
TMED9,34021,54732,5,+,1,1388,3886,5,177019213,177023099
TMEFF1,8511,8577,9,+,1,2476,104398,10,103235520,103339918
TMEFF2,23424,23671,2,-,1,1799,244897,10,192814747,193059644
TMEM100,34562,55273,17,-,2,2001,7866,3,53796988,53804854
TMEM101,58546,84336,17,-,1,1535,3789,4,42088556,42092345
TMEM102,94184,284114,17,+,1,1970,2236,3,7338762,7340998
TMEM104,34157,54868,17,+,1,4739,63300,10,72772622,72835922
TMEM105,94203,284186,17,-,1,3316,19402,3,79285072,79304474
TMEM106A,76656,113277,17,+,1,2786,7695,9,41363894,41371589
TMEM106B,33955,54664,7,+,2,6408,26042,8,12250848,12276890
TMEM106C,54862,79022,12,+,4,1516,5331,8,48357330,48362661
TMEM107,58524,84314,17,-,2,1761,3417,5,8076297,8079714
TMEM108,41843,66000,3,+,2,3783,359448,6,132757171,133116619
TMEM109,54913,79073,11,+,1,2384,9544,4,60681371,60690915
TMEM11,8757,8834,17,-,2,1540,16645,2,21101263,21117908
TMEM110,119580,375346,3,-,1,4727,60825,9,52870772,52931597
TMEM110-MUSTN1,157124207,100526772,3,-,1,1449,64466,10,52867131,52931597
TMEM111,NA,NA,3,-,1,1072,22886,8,10005636,10028522
TMEM114,94126,283953,16,-,1,642,2724,2,8619502,8622226
TMEM115,10912,11070,3,-,1,2093,4759,2,50392180,50396939
TMEM116,59819,89894,12,-,3,1529,81936,10,112369087,112451023
TMEM117,58426,84216,12,+,1,2689,553579,8,44229962,44783541
TMEM119,109575,338773,12,-,1,2699,8272,2,108983622,108991894
TMEM120A,58096,83862,7,-,1,1459,7837,12,75616155,75623992
TMEM120B,80365,144404,12,+,1,7498,69316,12,122150658,122219974
TMEM121,56531,80757,14,+,1,1517,3586,2,105992953,105996539
TMEM123,77624,114908,11,-,1,3585,56719,5,102267056,102323775
TMEM125,79264,128218,1,+,1,1782,4008,4,43735665,43739673
TMEM126A,58443,84233,11,+,1,813,8634,5,85358963,85367597
TMEM126B,35151,55863,11,+,4,1093,7961,6,85339622,85347583
TMEM127,34943,55654,2,-,2,4578,15805,4,96915946,96931751
TMEM128,59200,85013,4,-,1,1727,12665,5,4237269,4249934
TMEM129,60166,92305,4,-,2,2754,5405,4,1717679,1723084
TMEM130,85875,222865,7,-,3,3021,23562,8,98444111,98467673
TMEM131,23260,23505,2,-,1,6601,239553,41,98372801,98612354
TMEM132A,34261,54972,11,+,2,3508,12718,11,60691913,60704631
TMEM132B,77519,114795,12,+,1,7569,332427,9,125811162,126143589
TMEM132C,60163,92293,12,+,1,4938,440512,9,128751948,129192460
TMEM132D,78825,121256,12,-,1,5768,831941,9,129556271,130388212
TMEM132E,79030,124842,17,+,1,4359,58569,10,32907768,32966337
TMEM133,58152,83935,11,+,1,1855,1855,1,100862811,100864666
TMEM134,55995,80194,11,-,3,888,4912,7,67231819,67236731
TMEM135,41608,65084,11,+,3,9032,290990,14,86748886,87039876
TMEM136,85586,219902,11,+,7,4115,8550,3,120195838,120204388
TMEM138,31004,51524,11,+,2,1778,7502,6,61129473,61136975
TMEM139,79655,135932,7,+,1,2360,3078,3,142982063,142985141
TMEM140,34570,55281,7,+,1,2053,18201,2,134832766,134850967
TMEM141,59201,85014,9,+,1,853,1992,5,139685777,139687769
TMEM143,34549,55260,19,-,1,2241,31570,8,48835616,48867186
TMEM144,34603,55314,4,+,1,3305,45038,13,159131401,159176439
TMEM145,94257,284339,19,+,1,1764,11737,15,42817477,42829214
TMEM146,90389,257062,19,+,1,2491,58054,22,5720688,5778742
TMEM147,10283,10430,19,+,1,844,1883,7,36036545,36038428
TMEM149,55516,79713,19,-,1,1191,3200,5,36230151,36233351
TMEM14A,28714,28978,6,+,1,1009,15501,5,52535884,52551385
TMEM14B,57533,81853,6,+,2,916,9219,6,10747995,10757214
TMEM14C,31002,51522,6,+,2,1174,8214,6,10723148,10731362
TMEM14E,152305,645843,3,-,1,1292,1292,1,152057487,152058779
TMEM150A,79370,129303,2,-,2,1512,4152,8,85825670,85829822
TMEM150B,94298,284417,19,-,1,867,12481,8,55824227,55836708
TMEM150C,134151,441027,4,-,1,1880,77522,8,83405604,83483126
TMEM151A,90356,256472,11,+,1,2528,4762,2,66059373,66064135
TMEM151B,134270,441151,6,+,1,4616,8702,3,44238480,44247182
TMEM154,83661,201799,4,-,1,3209,54051,7,153547266,153601317
TMEM155,79515,132332,4,-,1,2310,6255,6,122680085,122686340
TMEM156,55810,80008,4,-,1,1852,65600,7,38968441,39034041
TMEM158,25656,25907,3,-,1,1858,1858,1,45265956,45267814
TMEM159,36422,57146,16,+,1,1902,22025,5,21169912,21191937
TMEM160,34247,54958,19,-,1,652,2715,3,47549167,47551882
TMEM161A,34218,54929,19,-,1,1767,18837,12,19230430,19249267
TMEM161B,81120,153396,5,-,1,2582,73642,12,87491023,87564665
TMEM163,57297,81615,2,-,1,1885,263241,8,135213330,135476571
TMEM164,58398,84187,X,+,2,5268,174914,6,109246102,109421016
TMEM165,35146,55858,4,+,1,1959,30252,6,56262090,56292342
TMEM167A,81115,153339,5,-,1,4583,24607,4,82348665,82373272
TMEM167B,36179,56900,1,+,1,2747,6151,3,109633403,109639554
TMEM168,41016,64418,7,-,1,3946,24691,5,112405787,112430478
TMEM169,60208,92691,2,+,4,3370,20917,3,216946589,216967506
TMEM17,83586,200728,2,-,1,1921,6248,4,62727356,62733604
TMEM170A,79001,124491,16,-,1,1051,17661,3,75480923,75498584
TMEM170B,1002442,100113407,6,+,1,8359,45246,3,11538511,11583757
TMEM171,79595,134285,5,+,2,1260,11256,4,72416388,72427644
TMEM173,109790,340061,5,-,1,2167,7230,8,138855113,138862343
TMEM174,79596,134288,5,+,1,1756,1947,2,72469023,72470970
TMEM175,58496,84286,4,+,1,1761,26181,11,926262,952443
TMEM176A,34654,55365,7,+,1,1031,4354,7,150497854,150502208
TMEM176B,28695,28959,7,-,4,1294,9245,7,150488376,150497621
TMEM177,56549,80775,2,+,3,1395,2951,2,120436743,120439694
TMEM178,79440,130733,2,+,2,1514,52268,4,39892836,39945104
TMEM179,122815,388021,14,-,1,1620,10677,3,105060420,105071097
TMEM179B,119466,374395,11,+,1,1038,2998,5,62554874,62557872
TMEM18,79387,129787,2,-,1,2119,9466,5,667973,677439
TMEM180,55650,79847,10,+,1,2824,15632,10,104221170,104236802
TMEM181,36856,57583,6,+,1,5380,98999,17,158957468,159056467
TMEM182,79447,130827,2,+,1,3583,55648,5,103378490,103434138
TMEM183A,60210,92703,1,+,1,2212,16663,8,202976534,202993197
TMEM183B,152202,653659,1,+,1,1681,16132,8,202976536,202992668
TMEM184A,83706,202915,7,-,1,6267,14195,9,1581871,1596066
TMEM184B,25578,25829,22,-,3,3617,53742,9,38615298,38669040
TMEM184C,35040,55751,4,+,1,2963,18133,10,148538539,148556672
TMEM185A,58749,84548,X,-,2,2637,35271,6,148678216,148713487
TMEM185B,54973,79134,2,-,1,2130,2130,1,120978854,120980984
TMEM186,25629,25880,16,-,1,1446,2468,2,8889037,8891505
TMEM187,8216,8269,X,+,1,1665,10655,2,153237991,153248646
TMEM188,90309,255919,16,+,1,2090,11810,7,50059189,50070999
TMEM189,122571,387521,20,-,3,2289,30061,6,48740274,48770335
TMEM189-UBE2V1,NA,NA,20,-,1,2910,72674,8,48697661,48770335
TMEM19,34555,55266,12,+,1,4652,17961,6,72079878,72097839
TMEM190,80637,147744,19,+,1,588,1408,5,55888204,55889612
TMEM191A,58432,84222,22,+,1,1950,3489,8,21055402,21058891
TMEM192,83665,201931,4,-,1,4489,36794,6,165997230,166034024
TMEM194A,23061,23306,12,-,2,5499,23148,8,57449426,57472574
TMEM194B,1000265,100131211,2,-,1,3628,27849,9,191371619,191399468
TMEM195,124634,392636,7,-,1,2462,361697,13,15239943,15601640
TMEM196,90325,256130,7,-,1,3360,53466,4,19758938,19812404
TMEM198,79433,130612,2,+,1,2213,6572,5,220408745,220415317
TMEM199,80573,147007,17,+,1,1443,4402,6,26684687,26689089
TMEM2,23423,23670,9,-,2,6405,85518,24,74298282,74383800
TMEM20,81455,159371,10,+,2,2398,8761,3,95653730,95662491
TMEM200A,77525,114801,6,+,1,5019,5948,2,130758262,130764210
TMEM200B,124762,399474,1,-,2,2518,3780,2,29445937,29449717
TMEM200C,NA,NA,18,-,1,1919,1919,1,5890184,5892103
TMEM201,83513,199953,1,+,2,3871,21046,8,9648932,9669978
TMEM202,109599,338949,15,+,1,1291,10040,5,72690668,72700708
TMEM203,60753,94107,9,-,1,1555,1555,1,140098535,140100090
TMEM204,55455,79652,16,+,1,940,21012,3,1584231,1605243
TMEM205,119513,374882,19,-,3,912,3529,4,11453452,11456981
TMEM206,34537,55248,1,-,2,2033,50439,8,212537816,212588255
TMEM207,79492,131920,3,-,1,1443,21221,5,190146444,190167665
TMEM208,28836,29100,16,+,1,788,2166,6,67261016,67263182
TMEM209,59118,84928,7,-,1,3530,40783,15,129804555,129845338
TMEM211,90273,255349,22,-,1,504,4106,3,25331208,25335314
TMEM212,123321,389177,3,+,1,1876,15969,5,171561139,171577108
TMEM213,81221,155006,7,+,1,3387,8030,3,138482739,138490769
TMEM214,34156,54867,2,+,2,2956,8791,16,27255774,27264565
TMEM215,125657,401498,9,+,1,5381,5702,2,32783497,32789199
TMEM216,30740,51259,11,+,3,1292,6503,5,61159832,61166335
TMEM217,85759,221468,6,-,2,1788,42986,3,37182686,37225672
TMEM218,85576,219854,11,-,1,2099,6806,4,124966399,124973205
TMEM219,78995,124446,16,+,2,992,11022,6,29973351,29984373
TMEM22,56497,80723,3,+,3,1793,36873,2,136537861,136574734
TMEM220,122928,388335,17,-,1,3086,17007,6,10616639,10633646
TMEM221,1015321,100130519,19,-,1,1927,13058,3,17546318,17559376
TMEM222,58276,84065,1,+,4,1728,14255,7,27648636,27662891
TMEM223,54904,79064,11,-,1,935,1699,2,62557787,62559486
TMEM225,109551,338661,11,-,1,1094,2707,4,123753633,123756340
TMEM229A,NA,NA,7,-,1,2553,2553,1,123670970,123673523
TMEM229B,NA,NA,14,-,1,4065,45038,3,67936983,67982021
TMEM231,NA,NA,16,-,3,2948,18155,7,75572015,75590170
TMEM232,152361,642987,5,-,1,3178,307252,14,109755198,110062450
TMEM233,NA,NA,12,+,1,1570,48099,3,120031264,120079363
TMEM25,59056,84866,11,+,6,2233,4747,8,118401803,118406550
TMEM26,85545,219623,10,-,1,5149,46807,6,63166401,63213208
TMEM27,36667,57393,X,-,1,1572,37713,6,15645441,15683154
TMEM30A,35043,55754,6,-,2,4484,31994,6,75962638,75994632
TMEM30B,81495,161291,14,-,1,4441,4441,1,61744089,61748530
TMEM30C,151077,644444,3,+,2,340,6366,2,99904668,99911034
TMEM31,83753,203562,X,+,1,729,3123,3,102965837,102968960
TMEM33,34450,55161,4,+,1,7710,25687,7,41937137,41962824
TMEM35,37777,59353,X,+,1,2068,17519,2,100333836,100351355
TMEM37,80089,140738,2,+,1,1685,6650,2,120189446,120196096
TMEM38A,54881,79041,19,+,1,1619,27878,6,16771938,16799816
TMEM38B,34440,55151,9,+,1,2070,80619,6,108456825,108537444
TMEM39A,34543,55254,3,-,1,2948,32770,9,119149701,119182471
TMEM39B,34405,55116,1,+,1,1809,29964,9,32538503,32568467
TMEM40,34576,55287,3,-,1,1698,25416,12,12775392,12800808
TMEM41A,59905,90407,3,-,1,2822,9456,5,185207389,185216845
TMEM41B,133247,440026,11,-,3,1617,33586,7,9302710,9336296
TMEM42,79481,131616,3,+,1,968,3746,3,44903408,44907154
TMEM43,55025,79188,3,+,1,3330,18740,12,14166440,14185180
TMEM44,60255,93109,3,-,4,2354,45748,10,194308402,194354150
TMEM45A,34365,55076,3,+,1,1558,84822,6,100211463,100296285
TMEM45B,78782,120224,11,+,1,2201,44157,6,129685741,129729898
TMEM47,57846,83604,X,-,1,4051,30224,3,34645181,34675405
TMEM48,34995,55706,1,-,3,4687,73091,18,54231134,54304225
TMEM49,57353,81671,17,+,1,2162,133089,12,57784863,57917952
TMEM5,10183,10329,12,+,1,1445,29250,6,64173637,64202887
TMEM50A,23339,23585,1,+,1,2273,24041,7,25664811,25688852
TMEM50B,753,757,21,-,1,2325,30833,7,34821448,34852281
TMEM51,34381,55092,1,+,4,1960,67346,4,15479628,15546974
TMEM52,109681,339456,1,-,1,953,1711,5,1849029,1850740
TMEM53,55442,79639,1,-,1,1597,20598,3,45119501,45140099
TMEM54,76666,113452,1,-,1,987,6757,6,33360196,33366953
TMEM55A,34818,55529,8,-,1,2396,46701,7,92006502,92053203
TMEM55B,59970,90809,14,-,2,1696,3625,7,20926012,20929637
TMEM56,80716,148534,1,+,2,6856,92678,7,95570484,95663161
TMEM56-RWDD3,157124275,100527978,1,+,1,1481,127030,8,95583479,95710509
TMEM57,34508,55219,1,+,1,3927,69310,11,25757388,25826698
TMEM59,9387,9528,1,-,1,1688,21762,8,54497349,54519111
TMEM59L,25538,25789,19,+,1,1611,8167,8,18723682,18731849
TMEM60,59212,85025,7,-,1,871,4702,2,77423045,77427747
TMEM61,83514,199964,1,+,1,1094,11501,3,55446465,55457966
TMEM62,55823,80021,15,+,1,2754,51619,14,43425722,43477341
TMEM63A,9581,9725,1,-,1,4428,37187,25,226033233,226070420
