Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism part]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Protocol REF	Term Source REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[MD5]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[organism part]
salivarygland_6b	ERS326951	organism part	salivary gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V239	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	426	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130313_BH0CC7ADXX_P415_111F_index11	sequencing assay	group 67	ERX288534	1_130313_BH0CC7ADXX_P415_111F_index11_2.fastq.gz	1_130313_BH0CC7ADXX_P415_111F_index11_2.fastq.gz	ERR315459	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315459/ERR315459_2.fastq.gz	2ab0df9130f3afc6919d673477432afd	102	209	salivary gland
salivarygland_6b	ERS326951	organism part	salivary gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V239	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	426	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130313_BH0CC7ADXX_P415_111F_index11	sequencing assay	group 67	ERX288495	2_130313_BH0CC7ADXX_P415_111F_index11_1.fastq.gz	2_130313_BH0CC7ADXX_P415_111F_index11_1.fastq.gz	ERR315420	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315420/ERR315420_1.fastq.gz	82198d488017fa01351adeb4d837cab5	102	209	salivary gland
salivarygland_6b	ERS326951	organism part	salivary gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V239	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	426	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130313_BH0CC7ADXX_P415_111F_index11	sequencing assay	group 67	ERX288495	2_130313_BH0CC7ADXX_P415_111F_index11_2.fastq.gz	2_130313_BH0CC7ADXX_P415_111F_index11_2.fastq.gz	ERR315420	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315420/ERR315420_2.fastq.gz	98d2ef61c69300cbeb34728527a79cc5	102	209	salivary gland
salivarygland_6c	ERS326959	organism part	salivary gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V240	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	408	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130313_AH0CCDADXX_P415_112_index12	sequencing assay	group 68	ERX288599	1_130313_AH0CCDADXX_P415_112_index12_1.fastq.gz	1_130313_AH0CCDADXX_P415_112_index12_1.fastq.gz	ERR315449	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315449/ERR315449_1.fastq.gz	83c5e83ffbd84949d536b8526b33e59e	102	209	salivary gland
salivarygland_6c	ERS326959	organism part	salivary gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V240	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	408	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130313_AH0CCDADXX_P415_112_index12	sequencing assay	group 68	ERX288599	1_130313_AH0CCDADXX_P415_112_index12_2.fastq.gz	1_130313_AH0CCDADXX_P415_112_index12_2.fastq.gz	ERR315449	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315449/ERR315449_2.fastq.gz	f4684ebf8bfa904343e98a2147340e0a	102	209	salivary gland
salivarygland_6c	ERS326959	organism part	salivary gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V240	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	408	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130313_AH0CCDADXX_P415_112_index12	sequencing assay	group 68	ERX288504	2_130313_AH0CCDADXX_P415_112_index12_1.fastq.gz	2_130313_AH0CCDADXX_P415_112_index12_1.fastq.gz	ERR315418	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315418/ERR315418_1.fastq.gz	d44595e168471e61f4998b3a1b9836f3	102	209	salivary gland
salivarygland_6c	ERS326959	organism part	salivary gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V240	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	408	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130313_AH0CCDADXX_P415_112_index12	sequencing assay	group 68	ERX288504	2_130313_AH0CCDADXX_P415_112_index12_2.fastq.gz	2_130313_AH0CCDADXX_P415_112_index12_2.fastq.gz	ERR315418	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315418/ERR315418_2.fastq.gz	d797d0d51c81fa93afb1c0e93d9d8a5d	102	209	salivary gland
skin_5e	ERS327007	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V246	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	560	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130301_BH07NKADXX_P414_139_index25	sequencing assay	group 69	ERX288589	1_130301_BH07NKADXX_P414_139_index25_1.fastq.gz	1_130301_BH07NKADXX_P414_139_index25_1.fastq.gz	ERR315401	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315401/ERR315401_1.fastq.gz	094eefead75d135031bacdb05d7ca66d	102	209	skin
skin_5e	ERS327007	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V246	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	560	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130301_BH07NKADXX_P414_139_index25	sequencing assay	group 69	ERX288589	1_130301_BH07NKADXX_P414_139_index25_2.fastq.gz	1_130301_BH07NKADXX_P414_139_index25_2.fastq.gz	ERR315401	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315401/ERR315401_2.fastq.gz	d07c6adc3f4cf7abe5a7953fd856ccd2	102	209	skin
skin_5e	ERS327007	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V246	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	560	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130301_BH07NKADXX_P414_139_index25	sequencing assay	group 69	ERX288593	2_130301_BH07NKADXX_P414_139_index25_1.fastq.gz	2_130301_BH07NKADXX_P414_139_index25_1.fastq.gz	ERR315464	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315464/ERR315464_1.fastq.gz	145b31516eecfcd0cd9c96bedc23f3b2	102	209	skin
skin_5e	ERS327007	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V246	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	560	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130301_BH07NKADXX_P414_139_index25	sequencing assay	group 69	ERX288593	2_130301_BH07NKADXX_P414_139_index25_2.fastq.gz	2_130301_BH07NKADXX_P414_139_index25_2.fastq.gz	ERR315464	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315464/ERR315464_2.fastq.gz	1431a237e867ef13bcfa13f4a2b32dce	102	209	skin
skin_5f	ERS326943	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V247	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	562	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130301_BH07NKADXX_P414_140_index27	sequencing assay	group 70	ERX288485	1_130301_BH07NKADXX_P414_140_index27_1.fastq.gz	1_130301_BH07NKADXX_P414_140_index27_1.fastq.gz	ERR315460	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315460/ERR315460_1.fastq.gz	857ee74e5107e04aa58bf6691d22aa7c	102	209	skin
skin_5f	ERS326943	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V247	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	562	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130301_BH07NKADXX_P414_140_index27	sequencing assay	group 70	ERX288485	1_130301_BH07NKADXX_P414_140_index27_2.fastq.gz	1_130301_BH07NKADXX_P414_140_index27_2.fastq.gz	ERR315460	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315460/ERR315460_2.fastq.gz	64b1c48aac278615714018a91db4e4fb	102	209	skin
skin_5f	ERS326943	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V247	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	562	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130301_BH07NKADXX_P414_140_index27	sequencing assay	group 70	ERX288625	2_130301_BH07NKADXX_P414_140_index27_1.fastq.gz	2_130301_BH07NKADXX_P414_140_index27_1.fastq.gz	ERR315372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315372/ERR315372_1.fastq.gz	592666a2e11af7845c0c9010028b2a43	102	209	skin
skin_5f	ERS326943	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V247	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	562	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130301_BH07NKADXX_P414_140_index27	sequencing assay	group 70	ERX288625	2_130301_BH07NKADXX_P414_140_index27_2.fastq.gz	2_130301_BH07NKADXX_P414_140_index27_2.fastq.gz	ERR315372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315372/ERR315372_2.fastq.gz	a84b91cd7d0a47fc21e83bb13c58b2de	102	209	skin
skin_6a	ERS326932	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V245	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	424	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130313_AH0CCDADXX_P415_120_index21	sequencing assay	group 71	ERX288629	1_130313_AH0CCDADXX_P415_120_index21_1.fastq.gz	1_130313_AH0CCDADXX_P415_120_index21_1.fastq.gz	ERR315376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315376/ERR315376_1.fastq.gz	a06b78d8528834a6d011232fe2c58c04	102	209	skin
skin_6a	ERS326932	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V245	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	424	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130313_AH0CCDADXX_P415_120_index21	sequencing assay	group 71	ERX288629	1_130313_AH0CCDADXX_P415_120_index21_2.fastq.gz	1_130313_AH0CCDADXX_P415_120_index21_2.fastq.gz	ERR315376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315376/ERR315376_2.fastq.gz	ae772b01b26aa8c034aa11e24f92d8e5	102	209	skin
skin_6a	ERS326932	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V245	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	424	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130313_AH0CCDADXX_P415_120_index21	sequencing assay	group 71	ERX288474	2_130313_AH0CCDADXX_P415_120_index21_1.fastq.gz	2_130313_AH0CCDADXX_P415_120_index21_1.fastq.gz	ERR315339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315339/ERR315339_1.fastq.gz	b030bc89e79a78874e3bf0f80fac90d0	102	209	skin
skin_6a	ERS326932	organism part	skin	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V245	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	424	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130313_AH0CCDADXX_P415_120_index21	sequencing assay	group 71	ERX288474	2_130313_AH0CCDADXX_P415_120_index21_2.fastq.gz	2_130313_AH0CCDADXX_P415_120_index21_2.fastq.gz	ERR315339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315339/ERR315339_2.fastq.gz	82d716ad1c1711ec658ecbbbad2c276b	102	209	skin
smallintestine_4a	ERS326961	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V151	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	382	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_136C_index4	sequencing assay	group 72	ERX288571	1_130213_BH07P4ADXX_P282_136C_index4_1.fastq.gz	1_130213_BH07P4ADXX_P282_136C_index4_1.fastq.gz	ERR315344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315344/ERR315344_1.fastq.gz	24e77088010c40a47bad3dd915d52aaf	102	209	small intestine
smallintestine_4a	ERS326961	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V151	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	382	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_136C_index4	sequencing assay	group 72	ERX288571	1_130213_BH07P4ADXX_P282_136C_index4_2.fastq.gz	1_130213_BH07P4ADXX_P282_136C_index4_2.fastq.gz	ERR315344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315344/ERR315344_2.fastq.gz	ed01c2a6b6dc258bd1cda125afba4e0e	102	209	small intestine
smallintestine_4a	ERS326961	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V151	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	382	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_136C_index4	sequencing assay	group 72	ERX288507	2_130213_BH07P4ADXX_P282_136C_index4_1.fastq.gz	2_130213_BH07P4ADXX_P282_136C_index4_1.fastq.gz	ERR315419	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315419/ERR315419_1.fastq.gz	9dc460d22e26a23a203d013e98fa8b12	102	209	small intestine
smallintestine_4a	ERS326961	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V151	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	382	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_136C_index4	sequencing assay	group 72	ERX288507	2_130213_BH07P4ADXX_P282_136C_index4_2.fastq.gz	2_130213_BH07P4ADXX_P282_136C_index4_2.fastq.gz	ERR315419	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315419/ERR315419_2.fastq.gz	fd1c9d26c602b4cce3f75eb371c9454a	102	209	small intestine
smallintestine_4b	ERS326971	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V152	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	414	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_137C_index5	sequencing assay	group 73	ERX288523	1_130213_BH07P4ADXX_P282_137C_index5_1.fastq.gz	1_130213_BH07P4ADXX_P282_137C_index5_1.fastq.gz	ERR315408	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315408/ERR315408_1.fastq.gz	87cea1bb6dde3e792d2ae45d7221781f	102	209	small intestine
smallintestine_4b	ERS326971	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V152	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	414	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_137C_index5	sequencing assay	group 73	ERX288523	1_130213_BH07P4ADXX_P282_137C_index5_2.fastq.gz	1_130213_BH07P4ADXX_P282_137C_index5_2.fastq.gz	ERR315408	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315408/ERR315408_2.fastq.gz	a40e977edd93520ed13a6643286b779e	102	209	small intestine
smallintestine_4b	ERS326971	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V152	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	414	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_137C_index5	sequencing assay	group 73	ERX288581	2_130213_BH07P4ADXX_P282_137C_index5_1.fastq.gz	2_130213_BH07P4ADXX_P282_137C_index5_1.fastq.gz	ERR315364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315364/ERR315364_1.fastq.gz	7637387b9b869aa59c05454087540a5b	102	209	small intestine
smallintestine_4b	ERS326971	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V152	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	414	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_137C_index5	sequencing assay	group 73	ERX288581	2_130213_BH07P4ADXX_P282_137C_index5_2.fastq.gz	2_130213_BH07P4ADXX_P282_137C_index5_2.fastq.gz	ERR315364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315364/ERR315364_2.fastq.gz	b968a61b615edd859eebffebe45740cd	102	209	small intestine
smallintestine_4c	ERS326958	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V153	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	424	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_138C_index6	sequencing assay	group 74	ERX288502	1_130213_BH07P4ADXX_P282_138C_index6_1.fastq.gz	1_130213_BH07P4ADXX_P282_138C_index6_1.fastq.gz	ERR315381	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315381/ERR315381_1.fastq.gz	57279238ce4da79d207ff64608f9d0ff	102	209	small intestine
smallintestine_4c	ERS326958	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V153	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	424	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_138C_index6	sequencing assay	group 74	ERX288502	1_130213_BH07P4ADXX_P282_138C_index6_2.fastq.gz	1_130213_BH07P4ADXX_P282_138C_index6_2.fastq.gz	ERR315381	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315381/ERR315381_2.fastq.gz	8ec06c66add2b86a618e5dfc6a777cf6	102	209	small intestine
smallintestine_4c	ERS326958	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V153	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	424	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_138C_index6	sequencing assay	group 74	ERX288520	2_130213_BH07P4ADXX_P282_138C_index6_1.fastq.gz	2_130213_BH07P4ADXX_P282_138C_index6_1.fastq.gz	ERR315388	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315388/ERR315388_1.fastq.gz	f64006d45296b3d9e7f07a4ce4ce0426	102	209	small intestine
smallintestine_4c	ERS326958	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V153	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	424	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_138C_index6	sequencing assay	group 74	ERX288520	2_130213_BH07P4ADXX_P282_138C_index6_2.fastq.gz	2_130213_BH07P4ADXX_P282_138C_index6_2.fastq.gz	ERR315388	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315388/ERR315388_2.fastq.gz	627a987bbc3341c34dd7c3710e612282	102	209	small intestine
smallintestine_4d	ERS326945	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V156	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	379	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_139C_index7	sequencing assay	group 75	ERX288487	1_130213_BH07P4ADXX_P282_139C_index7_1.fastq.gz	1_130213_BH07P4ADXX_P282_139C_index7_1.fastq.gz	ERR315409	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315409/ERR315409_1.fastq.gz	9fa1e2b44a871b12370d2bfed45aeb7c	102	209	small intestine
smallintestine_4d	ERS326945	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V156	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	379	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_139C_index7	sequencing assay	group 75	ERX288487	1_130213_BH07P4ADXX_P282_139C_index7_2.fastq.gz	1_130213_BH07P4ADXX_P282_139C_index7_2.fastq.gz	ERR315409	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315409/ERR315409_2.fastq.gz	10ce3390ce301e959857f6714176bfe3	102	209	small intestine
smallintestine_4d	ERS326945	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V156	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	379	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_139C_index7	sequencing assay	group 75	ERX288626	2_130213_BH07P4ADXX_P282_139C_index7_1.fastq.gz	2_130213_BH07P4ADXX_P282_139C_index7_1.fastq.gz	ERR315423	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315423/ERR315423_1.fastq.gz	89a295d24feba27792d7a9ffbce2df2e	102	209	small intestine
smallintestine_4d	ERS326945	organism part	small intestine	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V156	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	379	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_139C_index7	sequencing assay	group 75	ERX288626	2_130213_BH07P4ADXX_P282_139C_index7_2.fastq.gz	2_130213_BH07P4ADXX_P282_139C_index7_2.fastq.gz	ERR315423	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315423/ERR315423_2.fastq.gz	cb69bdb255bef9a723dda0c69769fa8a	102	209	small intestine
spleen_3a	ERS327025	organism part	spleen	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V82	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	422	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_130103_AD1J0JACXX_P262_150D_index2	sequencing assay	group 76	ERX288641	5_130103_AD1J0JACXX_P262_150D_index2_1.fastq.gz	5_130103_AD1J0JACXX_P262_150D_index2_1.fastq.gz	ERR315338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315338/ERR315338_1.fastq.gz	7742a77153f56a525b75232af36fcf95	102	209	spleen
