tumor_id,tumor_name,block_name,specimen_name,rna_well,rna_integrity_number,structure_id,structure_acronym,structure_name,rnaseq_total_reads,rnaseq_percent_reads_aligned_to_mrna,rnaseq_percent_reads_aligned_to_ncrna,rnaseq_percent_reads_aligned_to_genome_only,files_contents,bam_download_link,bai_download_link
710684,W29-1-1,W29-1-1-F,W29-1-1-F.03,304477577,5.4,309780776,CT-control-PROM1,"Cellular Tumor sampled by low expression of gene PROM1",25747198,38.9,2.63,8.74,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898681,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898683
705711,W7-1-1,W7-1-1-A.2,W7-1-1-A.2.03,304950265,7.8,309780862,CTpan-PDPN,"Pseudopalisading cells around necrosis sampled by high expression of gene PDPN",38317699,42.5,2.6,5.94,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312911324,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312911326
711560,W32-1-1,W32-1-1-E,W32-1-1-E.03,304357559,4.3,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",23949406,41.6,2.14,4.53,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898607,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898609
710262,W26-1-1,W26-1-1-I,W26-1-1-I.03,301626689,7.6,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",22106171,49.3,2.21,5.99,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925499,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925501
292163427,W55-1-1,W55-1-1-F,W55-1-1-F.03,302264010,8.7,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",26435526,52.5,3.21,7.34,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928778,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928780
711574,W33-1-1,W33-1-1-F,W33-1-1-F.03,305952566,5.9,309780668,CT-control-ID1-ITGA6,"Cellular Tumor sampled by low expression of genes ID1 and ITGA6",36360588,34.9,2.07,10.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930573,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930575
705757,W8-1-1,W8-1-1-G.2,W8-1-1-G.2.01,302263998,8.7,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",32241978,44.1,2.27,7.63,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927867,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927869
703393,W1-1-2,W1-1-2-D.2,W1-1-2-D.2.01,300173630,7.6,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",31773746,29.6,2.84,16.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922100,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922102
705859,W11-1-1,W11-1-1-D.1,W11-1-1-D.1.01,301287632,8.6,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",25652239,47.6,2.51,6.14,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/313349307,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/313349309
708983,W13-1-1,W13-1-1-A,W13-1-1-A.03,305461082,4.7,309780764,CT-control-POSTN-IGFBP2,"Cellular Tumor sampled by low expression of genes POSTN and IGFBP2",30911504,16.2,2.9,9.82,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312932124,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312932126
711560,W32-1-1,W32-1-1-A,W32-1-1-A.01,304950288,6.9,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",30893945,39.6,2.43,11.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928964,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928966
710684,W29-1-1,W29-1-1-F,W29-1-1-F.03,304477579,6.5,309780834,CTpnz-PROM1,"Perinecrotic zone sampled by high expression of gene PROM1",26597377,45.8,2.73,7.07,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898816,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898818
705727,W4-1-1,W4-1-1-A.1,W4-1-1-A.1.03,305952556,7.3,309780830,CTpnz-PI3,"Perinecrotic zone sampled by high expression of gene PI3",26288669,35.3,3.84,11.9,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312932007,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312932009
705803,W9-1-1,W9-1-1-B.2,W9-1-1-B.2.01,301287570,8.2,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",29235637,32.7,2.23,11.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922640,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922642
113597988,W43-1-1,W43-1-1-J,W43-1-1-J.03,304950261,6.8,309780768,CT-control-POSTN-PI3,"Cellular Tumor sampled by low expression of genes POSTN and PI3",56241986,34.7,2.83,13.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312914854,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312914856
705803,W9-1-1,W9-1-1-C.2,W9-1-1-C.2.03,301287599,7.3,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",24850449,38.6,2.42,9.93,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922159,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922161
711645,W34-1-1,W34-1-1-G,W34-1-1-G.03,305272794,7.3,309780640,CT-POSTN,"Cellular Tumor sampled by high expression of gene POSTN",80978785,42.4,2.04,9.41,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312917443,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312917445
712737,W40-1-1,W40-1-1-I,W40-1-1-I.03,304357561,6,309780720,CT-control-PDPN,"Cellular Tumor sampled by low expression of gene PDPN",33568966,50.3,2.18,5.65,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899528,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899530
711645,W34-1-1,W34-1-1-D,W34-1-1-D.03,305273036,8.6,309780830,CTpnz-PI3,"Perinecrotic zone sampled by high expression of gene PI3",44405086,42.3,2.46,14.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918408,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918410
703393,W1-1-2,W1-1-2-H.2,W1-1-2-H.2.01,300629309,7,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",31583082,34.6,2.72,12,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919310,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919312
705803,W9-1-1,W9-1-1-D.1,W9-1-1-D.1.01,301287584,8.4,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",22114483,44.6,2.3,7.22,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923684,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923686
705727,W4-1-1,W4-1-1-C.2,W4-1-1-C.2.03,304357599,6.3,309780796,CT-control-TNFAIP3,"Cellular Tumor sampled by low expression of gene TNFAIP3",35023091,30.1,2.54,9.14,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899331,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899333
705859,W11-1-1,W11-1-1-F.1,W11-1-1-F.1.01,301287640,7.9,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",22438547,45.1,1.88,5.52,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923739,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923741
705859,W11-1-1,W11-1-1-B.1,W11-1-1-B.1.01,301287607,8.5,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",28336705,50.9,2.35,6.69,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926090,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926092
161243949,W48-1-1,W48-1-1-M,W48-1-1-M.03,304950328,7.7,309780814,CTpnz-ID1,"Perinecrotic zone sampled by high expression of gene ID1",36603886,46.6,2.51,5.79,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312913832,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312913834
711547,W31-1-1,W31-1-1-H,W31-1-1-H.06,301287728,6.3,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",25967192,35.8,3.19,14,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925495,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925497
711547,W31-1-1,W31-1-1-G,W31-1-1-G.03,301287704,7.8,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",42027925,37.1,2.25,11.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928362,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928364
703393,W1-1-2,W1-1-2-H.2,W1-1-2-H.2.01,300173636,8.4,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",14145385,34,2.61,15.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921252,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921254
703493,W2-1-1,W2-1-1-N.1,W2-1-1-N.1.01,300629374,8,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",32713750,39.4,2.11,10.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921744,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921746
709564,W22-1-1,W22-1-1-F,W22-1-1-F.03,304950302,3.6,309780900,CThbv-TGFBR2,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene TGFBR2",42596659,33.5,3.49,8.22,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899501,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899499
705757,W8-1-1,W8-1-1-G.1,W8-1-1-G.1.01,301626605,7.3,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",33366713,25.4,2.43,11,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927155,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927157
705803,W9-1-1,W9-1-1-D.1,W9-1-1-D.1.01,302262284,7.7,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",25420135,46.8,2.23,7.74,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924407,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924409
709564,W22-1-1,W22-1-1-H,W22-1-1-H.03,305272998,6.7,309780830,CTpnz-PI3,"Perinecrotic zone sampled by high expression of gene PI3",33572412,46.6,2.52,8.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934333,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934335
703393,W1-1-2,W1-1-2-Q.1,W1-1-2-Q.1.01,300629317,7.6,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",41191346,35,2.56,11.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923408,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923410
705859,W11-1-1,W11-1-1-F.1,W11-1-1-F.1.01,301287638,8.6,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",21353212,56.8,1.89,3.72,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924086,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924088
705810,W10-1-1,W10-1-1-E.2,W10-1-1-E.2.03,306124452,7.1,309780788,CT-control-PROM1-TNFAIP3-POSTN,"Cellular Tumor sampled by low expression of genes PROM1, TNFAIP3 and POSTN",32294781,41.7,2.82,10.8,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934545,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934547
711574,W33-1-1,W33-1-1-L,W33-1-1-L.03,304477583,8,309817690,CThbv-DANCR,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene DANCR",29774196,57.2,2.18,4.74,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899053,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899055
703493,W2-1-1,W2-1-1-K.2,W2-1-1-K.2.03,304357591,7.8,309780720,CT-control-PDPN,"Cellular Tumor sampled by low expression of gene PDPN",30723691,43.3,2.02,6.15,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312911741,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312911743
710659,W28-1-1,W28-1-1-A,W28-1-1-A.03,304477573,5.7,309817682,CT-control-ID1,"Cellular Tumor sampled by low expression of gene ID1",38717167,33.5,3.75,9.17,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899307,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899309
705758,W5-1-1,W5-1-1-K.1,W5-1-1-K.1.01,300629401,8.2,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",42724416,38.5,2.31,14.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921131,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921133
711547,W31-1-1,W31-1-1-J,W31-1-1-J.01,301287736,7.8,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",42020664,35,3.12,11.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928589,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928591
268091649,W53-1-1,W53-1-1-E,W53-1-1-E.03,306124414,7.7,309780760,CT-control-POSTN,"Cellular Tumor sampled by low expression of gene POSTN",43365461,35.3,3.39,13.4,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930932,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930934
711560,W32-1-1,W32-1-1-E,W32-1-1-E.03,304357557,7.4,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",25096646,41.4,2.23,7.49,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898470,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898472
292163427,W55-1-1,W55-1-1-D,W55-1-1-D.03,303748311,8.2,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",24398086,45.5,2.28,9.65,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929465,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929467
706190,W12-1-1,W12-1-1-D.2,W12-1-1-D.2.05,304357520,5.7,309780854,CTpan-ID2,"Pseudopalisading cells around necrosis sampled by high expression of gene ID2",30283563,38.2,3.76,10.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312902269,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312902271
711547,W31-1-1,W31-1-1-A,W31-1-1-A.01,301626693,8.3,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",24288650,50.9,2.39,5.67,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924987,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924989
705727,W4-1-1,W4-1-1-C.2,W4-1-1-C.2.03,304357601,6.7,309780838,CTpnz-TNFAIP3,"Perinecrotic zone sampled by high expression of gene TNFAIP3",39379676,33.8,2.63,9.69,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312912409,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312912411
277857081,W27-2-1,W27-2-1-I,W27-2-1-I.03,305461113,5,309780862,CTpan-PDPN,"Pseudopalisading cells around necrosis sampled by high expression of gene PDPN",34899117,30,2.73,10.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312915187,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312915189
